,timestep,sentence,words,num_words,mean_word_length,num_syllables
2161,128256,His object in visiting Whitchurch was to undermine the honesty of some workman in the mills;,"['his', 'object', 'in', 'visiting', 'whitchurch', 'was', 'to', 'undermine', 'the', 'honesty', 'of', 'some', 'workman', 'in', 'the', 'mills;']",16,4,26
2162,209152,"and he eventually succeeded, his wife making the first overtures, in persuading a lad named Brown to steal some of the bank paper.","['and', 'he', 'eventually', 'succeeded,', 'his', 'wife', 'making', 'the', 'first', 'overtures,', 'in', 'persuading', 'a', 'lad', 'named', 'brown', 'to', 'steal', 'some', 'of', 'the', 'bank', 'paper.']",23,4,33
2163,141568,"Brown took several sheets, and then was detected by Brewer, a fellow-workman of superior grade,","['brown', 'took', 'several', 'sheets,', 'and', 'then', 'was', 'detected', 'by', 'brewer,', 'a', 'fellow-workman', 'of', 'superior', 'grade,']",15,5,25
2164,165888,"who threatened to betray the theft. But Brewer, either before or after this, succumbed to temptation,","['who', 'threatened', 'to', 'betray', 'the', 'theft.', 'but', 'brewer,', 'either', 'before', 'or', 'after', 'this,', 'succumbed', 'to', 'temptation,']",16,5,26
2165,74752,and stole paper on a much larger scale than Brown.,"['and', 'stole', 'paper', 'on', 'a', 'much', 'larger', 'scale', 'than', 'brown.']",10,4,13
2166,204288,"All that was taken was handed over to Burnett, or a ""woman in black"" whom Brown met by appointment at Waterloo station.","['all', 'that', 'was', 'taken', 'was', 'handed', 'over', 'to', 'burnett,', 'or', 'a', '""woman', 'in', 'black""', 'whom', 'brown', 'met', 'by', 'appointment', 'at', 'waterloo', 'station.']",22,4,33
2167,131072,"To facilitate his operations, Brewer obtained a false master key from Burnett,","['to', 'facilitate', 'his', 'operations,', 'brewer', 'obtained', 'a', 'false', 'master', 'key', 'from', 'burnett,']",12,5,20
2168,110592,"which gave him access to all parts of the mills, the packing-room included.","['which', 'gave', 'him', 'access', 'to', 'all', 'parts', 'of', 'the', 'mills,', 'the', 'packing-room', 'included.']",13,4,17
2169,143872,"In this part of the mills a large quantity of bank-note paper was kept at the period of the robbery,","['in', 'this', 'part', 'of', 'the', 'mills', 'a', 'large', 'quantity', 'of', 'bank-note', 'paper', 'was', 'kept', 'at', 'the', 'period', 'of', 'the', 'robbery,']",20,4,27
2170,170752,"and in the states known as ""water-leaf"" and ""sized,"" which are the penultimate processes of manufacture.","['and', 'in', 'the', 'states', 'known', 'as', '""water-leaf""', 'and', '""sized,""', 'which', 'are', 'the', 'penultimate', 'processes', 'of', 'manufacture.']",16,5,24
2171,130304,"One more remains, that of ""glazing,"" without which no paper is issued for engraving.","['one', 'more', 'remains,', 'that', 'of', '""glazing,""', 'without', 'which', 'no', 'paper', 'is', 'issued', 'for', 'engraving.']",14,5,20
2172,155392,"None of the stolen paper was glazed, and this was an important clue to the subsequent discovery of the crime.","['none', 'of', 'the', 'stolen', 'paper', 'was', 'glazed,', 'and', 'this', 'was', 'an', 'important', 'clue', 'to', 'the', 'subsequent', 'discovery', 'of', 'the', 'crime.']",20,4,31
2173,195072,"Some time in eighteen sixty-two, a large deficiency in stock of bank paper unglazed was discovered at the mills.","['some', 'time', 'in', 'eighteen', 'sixty-two,', 'a', 'large', 'deficiency', 'in', 'stock', 'of', 'bank', 'paper', 'unglazed', 'was', 'discovered', 'at', 'the', 'mills.']",19,4,29
2174,209920,Soon afterwards the inspectors of bank-notes at the Bank of England detected the presentation at the bank of spurious notes on genuine paper.,"['soon', 'afterwards', 'the', 'inspectors', 'of', 'bank-notes', 'at', 'the', 'bank', 'of', 'england', 'detected', 'the', 'presentation', 'at', 'the', 'bank', 'of', 'spurious', 'notes', 'on', 'genuine', 'paper.']",23,5,39
2175,57344,The two facts taken in conjunction,"['the', 'two', 'facts', 'taken', 'in', 'conjunction']",6,4,9
2176,166656,"led to the employment of the police, and the offer of a reward of fifteen hundred pounds for the detection of the offenders.","['led', 'to', 'the', 'employment', 'of', 'the', 'police,', 'and', 'the', 'offer', 'of', 'a', 'reward', 'of', 'fifteen', 'hundred', 'pounds', 'for', 'the', 'detection', 'of', 'the', 'offenders.']",23,4,33
2177,93696,"By this time Brown alone had stolen three or four hundred sheets,","['by', 'this', 'time', 'brown', 'alone', 'had', 'stolen', 'three', 'or', 'four', 'hundred', 'sheets,']",12,4,16
2178,191488,"each containing two notes, many of the sheets suitable for engraving any kind of note from one thousand pounds downwards.","['each', 'containing', 'two', 'notes,', 'many', 'of', 'the', 'sheets', 'suitable', 'for', 'engraving', 'any', 'kind', 'of', 'note', 'from', 'one', 'thousand', 'pounds', 'downwards.']",20,5,31
2179,147968,The amount of Brewer's abstractions (who was eventually acquitted) was never exactly estimated.,"['the', 'amount', 'of', ""brewer's"", 'abstractions', '(who', 'was', 'eventually', 'acquitted)', 'was', 'never', 'exactly', 'estimated.']",13,6,27
2180,107008,"Suspicion appears to have rested on Brown, who had left Laverstock,","['suspicion', 'appears', 'to', 'have', 'rested', 'on', 'brown,', 'who', 'had', 'left', 'laverstock,']",11,5,17
2181,171776,and he was soon approached by the police. Almost directly he was questioned he made a clean breast of the whole affair.,"['and', 'he', 'was', 'soon', 'approached', 'by', 'the', 'police.', 'almost', 'directly', 'he', 'was', 'questioned', 'he', 'made', 'a', 'clean', 'breast', 'of', 'the', 'whole', 'affair.']",22,4,29
2182,148736,"The next step was to take the principals, and under such circumstances as would insure their conviction.","['the', 'next', 'step', 'was', 'to', 'take', 'the', 'principals,', 'and', 'under', 'such', 'circumstances', 'as', 'would', 'insure', 'their', 'conviction.']",17,5,24
2183,163584,"A watch was set on Burnett, who was followed to the shop of one Buncher, a butcher in Strutton Ground.","['a', 'watch', 'was', 'set', 'on', 'burnett,', 'who', 'was', 'followed', 'to', 'the', 'shop', 'of', 'one', 'buncher,', 'a', 'butcher', 'in', 'strutton', 'ground.']",20,4,26
2184,149248,"Buncher was then tracked to North Kent Terrace, New Cross, where a Mr. and Mrs. Campbell resided,","['buncher', 'was', 'then', 'tracked', 'to', 'north', 'kent', 'terrace,', 'new', 'cross,', 'where', 'a', 'mr.', 'and', 'mrs.', 'campbell', 'resided,']",17,4,24
2185,77056,with whom he did business in exchanging the false notes.,"['with', 'whom', 'he', 'did', 'business', 'in', 'exchanging', 'the', 'false', 'notes.']",10,4,14
2186,131584,"The police officers now taxed Mrs. Campbell with complicity, and frightened her into collusion.","['the', 'police', 'officers', 'now', 'taxed', 'mrs.', 'campbell', 'with', 'complicity,', 'and', 'frightened', 'her', 'into', 'collusion.']",14,5,23
2187,165120,With her assistance on a certain day a couple of bricks were taken out of the wall dividing her front and back parlors;,"['with', 'her', 'assistance', 'on', 'a', 'certain', 'day', 'a', 'couple', 'of', 'bricks', 'were', 'taken', 'out', 'of', 'the', 'wall', 'dividing', 'her', 'front', 'and', 'back', 'parlors;']",23,4,31
2188,130304,"the officers ensconced themselves in the latter, and waited for Buncher's expected visit.","['the', 'officers', 'ensconced', 'themselves', 'in', 'the', 'latter,', 'and', 'waited', 'for', ""buncher's"", 'expected', 'visit.']",13,5,23
2189,148480,"He came to complete a sale of forged notes, and he wanted a couple of hundred pounds for what he had.","['he', 'came', 'to', 'complete', 'a', 'sale', 'of', 'forged', 'notes,', 'and', 'he', 'wanted', 'a', 'couple', 'of', 'hundred', 'pounds', 'for', 'what', 'he', 'had.']",21,3,27
2190,195328,"Mrs. Campbell offered him less, and there was an altercation, in the course of which Buncher became very violent, and at length,","['mrs.', 'campbell', 'offered', 'him', 'less,', 'and', 'there', 'was', 'an', 'altercation,', 'in', 'the', 'course', 'of', 'which', 'buncher', 'became', 'very', 'violent,', 'and', 'at', 'length,']",22,4,32
2191,103680,"after using much intemperate language, he left the place in a huff.","['after', 'using', 'much', 'intemperate', 'language,', 'he', 'left', 'the', 'place', 'in', 'a', 'huff.']",12,4,19
2192,62464,"In the course of his remarks, however, he said,","['in', 'the', 'course', 'of', 'his', 'remarks,', 'however,', 'he', 'said,']",9,4,12
2193,191488,"I am the man that has got all the bank paper; I have thirty thousand pounds now, and the Bank of England cannot stop it.","['i', 'am', 'the', 'man', 'that', 'has', 'got', 'all', 'the', 'bank', 'paper;', 'i', 'have', 'thirty', 'thousand', 'pounds', 'now,', 'and', 'the', 'bank', 'of', 'england', 'cannot', 'stop', 'it.']",25,3,32
2194,53248,This was all the police wanted to know.,"['this', 'was', 'all', 'the', 'police', 'wanted', 'to', 'know.']",8,4,11
2195,107008,"They next watched Buncher, and found that he paid frequent visits to Birmingham.","['they', 'next', 'watched', 'buncher,', 'and', 'found', 'that', 'he', 'paid', 'frequent', 'visits', 'to', 'birmingham.']",13,5,17
2196,150016,"They also discovered that through the intermediacy of one Robert Cummings, well known as a reputed coiner,","['they', 'also', 'discovered', 'that', 'through', 'the', 'intermediacy', 'of', 'one', 'robert', 'cummings,', 'well', 'known', 'as', 'a', 'reputed', 'coiner,']",17,5,26
2197,123136,"he had been introduced to a man named Griffiths, an engraver and copper-plate printer.","['he', 'had', 'been', 'introduced', 'to', 'a', 'man', 'named', 'griffiths,', 'an', 'engraver', 'and', 'copper-plate', 'printer.']",14,5,21
2198,80384,"Griffiths was an unusually clever and skilful workman,","['griffiths', 'was', 'an', 'unusually', 'clever', 'and', 'skilful', 'workman,']",8,5,16
2199,184576,who had devoted all his talent and all his energies for some seventeen years to the fabrication of false bank-notes.,"['who', 'had', 'devoted', 'all', 'his', 'talent', 'and', 'all', 'his', 'energies', 'for', 'some', 'seventeen', 'years', 'to', 'the', 'fabrication', 'of', 'false', 'bank-notes.']",20,4,31
2200,156160,"On a certain day, the twenty-seventh October, eighteen sixty-two, the two were arrested simultaneously;","['on', 'a', 'certain', 'day,', 'the', 'twenty-seventh', 'october,', 'eighteen', 'sixty-two,', 'the', 'two', 'were', 'arrested', 'simultaneously;']",14,6,23
2201,67840,"Buncher in London, and Griffiths in Birmingham.","['buncher', 'in', 'london,', 'and', 'griffiths', 'in', 'birmingham.']",7,5,11
2202,122368,"Nothing was found in Buncher's premises in Strutton Ground, which were thoroughly searched,","['nothing', 'was', 'found', 'in', ""buncher's"", 'premises', 'in', 'strutton', 'ground,', 'which', 'were', 'thoroughly', 'searched,']",13,6,22
2203,105472,but proofs of Griffiths' guilt were at once apparent on entering his work-room.,"['but', 'proofs', 'of', ""griffiths'"", 'guilt', 'were', 'at', 'once', 'apparent', 'on', 'entering', 'his', 'work-room.']",13,5,19
2204,198144,"In one corner was a printing-press actually in use, and on it were twenty-one forged Bank of England notes, without date or signature.","['in', 'one', 'corner', 'was', 'a', 'printing-press', 'actually', 'in', 'use,', 'and', 'on', 'it', 'were', 'twenty-one', 'forged', 'bank', 'of', 'england', 'notes,', 'without', 'date', 'or', 'signature.']",23,4,34
2205,171776,"On the bed were twenty forged ten-pound notes complete and ready for use, and twenty-five five-pound notes.","['on', 'the', 'bed', 'were', 'twenty', 'forged', 'ten-pound', 'notes', 'complete', 'and', 'ready', 'for', 'use,', 'and', 'twenty-five', 'five-pound', 'notes.']",17,5,25
2206,144640,"Mother plates for engraving the body of the notes lay about, and other plates for various processes.","['mother', 'plates', 'for', 'engraving', 'the', 'body', 'of', 'the', 'notes', 'lay', 'about,', 'and', 'other', 'plates', 'for', 'various', 'processes.']",17,4,26
2207,159488,"More than this, Griffiths took the police to a field where, in a bank, a number of other plates were secreted.","['more', 'than', 'this,', 'griffiths', 'took', 'the', 'police', 'to', 'a', 'field', 'where,', 'in', 'a', 'bank,', 'a', 'number', 'of', 'other', 'plates', 'were', 'secreted.']",21,4,29
2208,145152,"Griffiths afterwards admitted that he had been employed in defrauding the bank since eighteen forty-six,","['griffiths', 'afterwards', 'admitted', 'that', 'he', 'had', 'been', 'employed', 'in', 'defrauding', 'the', 'bank', 'since', 'eighteen', 'forty-six,']",15,6,25
2209,148224,and the prominent part he played secured for him on conviction the heaviest sentence of the law.,"['and', 'the', 'prominent', 'part', 'he', 'played', 'secured', 'for', 'him', 'on', 'conviction', 'the', 'heaviest', 'sentence', 'of', 'the', 'law.']",17,4,26
2210,192768,"This was penal servitude for life, Buncher's sentence being twenty-five, and Burnett's twenty years.","['this', 'was', 'penal', 'servitude', 'for', 'life,', ""buncher's"", 'sentence', 'being', 'twenty-five,', 'and', ""burnett's"", 'twenty', 'years.']",14,6,25
2211,213760,"Cummings, who had introduced Buncher to Griffiths, was also tried for being in possession of stolen bank paper for improper purposes.","['cummings,', 'who', 'had', 'introduced', 'buncher', 'to', 'griffiths,', 'was', 'also', 'tried', 'for', 'being', 'in', 'possession', 'of', 'stolen', 'bank', 'paper', 'for', 'improper', 'purposes.']",21,5,35
2212,158464,"But as there was no independent corroboration of the informer's evidence, according to the custom of the British law,","['but', 'as', 'there', 'was', 'no', 'independent', 'corroboration', 'of', 'the', ""informer's"", 'evidence,', 'according', 'to', 'the', 'custom', 'of', 'the', 'british', 'law,']",19,5,33
2213,80128,"the case was considered not proved, and he was acquitted.","['the', 'case', 'was', 'considered', 'not', 'proved,', 'and', 'he', 'was', 'acquitted.']",10,4,14
2214,167424,"On his return to Newgate to be finally discharged, Cummings jumped up the stairs and fairly danced for joy.","['on', 'his', 'return', 'to', 'newgate', 'to', 'be', 'finally', 'discharged,', 'cummings', 'jumped', 'up', 'the', 'stairs', 'and', 'fairly', 'danced', 'for', 'joy.']",19,4,27
2215,93696,But he was not long at large; he was too active an evil-doer,"['but', 'he', 'was', 'not', 'long', 'at', 'large;', 'he', 'was', 'too', 'active', 'an', 'evil-doer']",13,3,16
2216,172288,"and was perpetually in trouble. Commencing life as a resurrection man, when that trade failed through the change in the law,","['and', 'was', 'perpetually', 'in', 'trouble.', 'commencing', 'life', 'as', 'a', 'resurrection', 'man,', 'when', 'that', 'trade', 'failed', 'through', 'the', 'change', 'in', 'the', 'law,']",21,4,33
2217,51456,and no more bodies were to be bought,"['and', 'no', 'more', 'bodies', 'were', 'to', 'be', 'bought']",8,3,9
2218,174336,"he devoted his energies to coining and forgery, and in the latter line was a friend and associate of Saward's.","['he', 'devoted', 'his', 'energies', 'to', 'coining', 'and', 'forgery,', 'and', 'in', 'the', 'latter', 'line', 'was', 'a', 'friend', 'and', 'associate', 'of', ""saward's.""]",20,4,31
2219,124160,"One narrow escape he had, however, before he abandoned his old business.","['one', 'narrow', 'escape', 'he', 'had,', 'however,', 'before', 'he', 'abandoned', 'his', 'old', 'business.']",12,5,20
2220,183808,"A Bow Street officer saw him leaving London in the evening by Camberwell Green, accompanied by two other men.","['a', 'bow', 'street', 'officer', 'saw', 'him', 'leaving', 'london', 'in', 'the', 'evening', 'by', 'camberwell', 'green,', 'accompanied', 'by', 'two', 'other', 'men.']",19,4,31
2221,209920,"It was well known that they were resurrectionists, and a strict watch was kept at all the turnpike gates on the southern roads leading into London.","['it', 'was', 'well', 'known', 'that', 'they', 'were', 'resurrectionists,', 'and', 'a', 'strict', 'watch', 'was', 'kept', 'at', 'all', 'the', 'turnpike', 'gates', 'on', 'the', 'southern', 'roads', 'leading', 'into', 'london.']",26,4,32
2222,137216,"An officer was placed for this purpose at New Cross, Camberwell, and Kennington gates.","['an', 'officer', 'was', 'placed', 'for', 'this', 'purpose', 'at', 'new', 'cross,', 'camberwell,', 'and', 'kennington', 'gates.']",14,5,22
2223,163584,"Presently ""Old Bob"" drove up to Camberwell Gate in the same cart in which he had been seen to start.","['presently', '""old', 'bob""', 'drove', 'up', 'to', 'camberwell', 'gate', 'in', 'the', 'same', 'cart', 'in', 'which', 'he', 'had', 'been', 'seen', 'to', 'start.']",20,4,26
2224,156160,"The officers rushed out to detain him. ""What have you got here? We must search the cart,"" they cry.","['the', 'officers', 'rushed', 'out', 'to', 'detain', 'him.', '""what', 'have', 'you', 'got', 'here?', 'we', 'must', 'search', 'the', 'cart,""', 'they', 'cry.']",19,4,27
2225,178688,"By all means, replies Bob, and a close investigation follows, without any detection of the corpse concealed.","['by', 'all', 'means,', 'replies', 'bob,', 'and', 'a', 'close', 'investigation', 'follows,', 'without', 'any', 'detection', 'of', 'the', 'corpse', 'concealed.']",17,5,30
2226,59392,Bob was therefore allowed to pass on.,"['bob', 'was', 'therefore', 'allowed', 'to', 'pass', 'on.']",7,4,10
2227,174080,"But they had the body, all the same; it had been dressed up in decent clothes and made to stand upright in the cart.","['but', 'they', 'had', 'the', 'body,', 'all', 'the', 'same;', 'it', 'had', 'been', 'dressed', 'up', 'in', 'decent', 'clothes', 'and', 'made', 'to', 'stand', 'upright', 'in', 'the', 'cart.']",24,3,29
2228,117248,With the police officers it had passed muster as a living member of the party.,"['with', 'the', 'police', 'officers', 'it', 'had', 'passed', 'muster', 'as', 'a', 'living', 'member', 'of', 'the', 'party.']",15,4,22
2229,160768,"Cummings was repeatedly ""run in"" for the offense of coining and uttering bad money, whether coin or notes.","['cummings', 'was', 'repeatedly', '""run', 'in""', 'for', 'the', 'offense', 'of', 'coining', 'and', 'uttering', 'bad', 'money,', 'whether', 'coin', 'or', 'notes.']",18,4,31
2230,150272,"His regular trade, followed before he took to the life of resurrectionist, was that of an engraver.","['his', 'regular', 'trade,', 'followed', 'before', 'he', 'took', 'to', 'the', 'life', 'of', 'resurrectionist,', 'was', 'that', 'of', 'an', 'engraver.']",17,4,24
2231,44544,"He was a notorious criminal,","['he', 'was', 'a', 'notorious', 'criminal,']",5,4,9
2232,198912,"an habitual offender in his own particular line, one who would stick at no trifles to evade detection or escape capture.","['an', 'habitual', 'offender', 'in', 'his', 'own', 'particular', 'line,', 'one', 'who', 'would', 'stick', 'at', 'no', 'trifles', 'to', 'evade', 'detection', 'or', 'escape', 'capture.']",21,4,36
2233,125952,"It is told of ""Bob"" Brennan, an official specially employed for years by the Mint","['it', 'is', 'told', 'of', '""bob""', 'brennan,', 'an', 'official', 'specially', 'employed', 'for', 'years', 'by', 'the', 'mint']",15,4,22
2234,219904,"to watch and prosecute coiners, that he received information that coining was carried on by Cummings and others at a place in Westminster.","['to', 'watch', 'and', 'prosecute', 'coiners,', 'that', 'he', 'received', 'information', 'that', 'coining', 'was', 'carried', 'on', 'by', 'cummings', 'and', 'others', 'at', 'a', 'place', 'in', 'westminster.']",23,5,35
2235,127488,"He went there with a posse of officers and forced his way upstairs to the first floor,","['he', 'went', 'there', 'with', 'a', 'posse', 'of', 'officers', 'and', 'forced', 'his', 'way', 'upstairs', 'to', 'the', 'first', 'floor,']",17,4,22
2236,101120,"where the coiners, unexpectedly disturbed, fell an easy prey.","['where', 'the', 'coiners,', 'unexpectedly', 'disturbed,', 'fell', 'an', 'easy', 'prey.']",9,5,17
2237,93440,But the police nearly paid the penalty of capture with their lives.,"['but', 'the', 'police', 'nearly', 'paid', 'the', 'penalty', 'of', 'capture', 'with', 'their', 'lives.']",12,4,18
2238,137472,"Proceeding cautiously down the stairs, they found that the flooring at the bottom had been taken up.","['proceeding', 'cautiously', 'down', 'the', 'stairs,', 'they', 'found', 'that', 'the', 'flooring', 'at', 'the', 'bottom', 'had', 'been', 'taken', 'up.']",17,4,26
2239,184320,Where it had lain was a yawning gulf or trap sufficient to do for the whole body of police engaged in the capture.,"['where', 'it', 'had', 'lain', 'was', 'a', 'yawning', 'gulf', 'or', 'trap', 'sufficient', 'to', 'do', 'for', 'the', 'whole', 'body', 'of', 'police', 'engaged', 'in', 'the', 'capture.']",23,4,30
2240,59904,Cummings was caught shortly afterwards.,"['cummings', 'was', 'caught', 'shortly', 'afterwards.']",5,7,8
2241,110080,"He was a tall, slender man, with a long face and iron-gray hair.","['he', 'was', 'a', 'tall,', 'slender', 'man,', 'with', 'a', 'long', 'face', 'and', 'iron-gray', 'hair.']",13,4,18
2242,85504,The community of coiners of which he was so notorious a member,"['the', 'community', 'of', 'coiners', 'of', 'which', 'he', 'was', 'so', 'notorious', 'a', 'member']",12,4,20
2243,179200,"were a low lot, the lowest among criminals except, perhaps, the 'smashers,' or those who passed the counterfeit money.","['were', 'a', 'low', 'lot,', 'the', 'lowest', 'among', 'criminals', 'except,', 'perhaps,', 'the', ""'smashers,'"", 'or', 'those', 'who', 'passed', 'the', 'counterfeit', 'money.']",19,5,30
2244,103936,"It was not easy to detect coiners, or bring home their guilt to them.","['it', 'was', 'not', 'easy', 'to', 'detect', 'coiners,', 'or', 'bring', 'home', 'their', 'guilt', 'to', 'them.']",14,4,18
2245,125696,Those who manufactured and those who passed had no direct dealings with each other.,"['those', 'who', 'manufactured', 'and', 'those', 'who', 'passed', 'had', 'no', 'direct', 'dealings', 'with', 'each', 'other.']",14,5,20
2246,215040,"The false coin was bought by an agent from an agent, and dealings were carried on secretly at the ""Clock House"" in Seven Dials.","['the', 'false', 'coin', 'was', 'bought', 'by', 'an', 'agent', 'from', 'an', 'agent,', 'and', 'dealings', 'were', 'carried', 'on', 'secretly', 'at', 'the', '""clock', 'house""', 'in', 'seven', 'dials.']",24,4,34
2247,80384,The annals of fraudulent crime probably contain nothing,"['the', 'annals', 'of', 'fraudulent', 'crime', 'probably', 'contain', 'nothing']",8,6,15
2248,140288,which in dramatic interest can compare with the conviction of William Roupell for forgery.,"['which', 'in', 'dramatic', 'interest', 'can', 'compare', 'with', 'the', 'conviction', 'of', 'william', 'roupell', 'for', 'forgery.']",14,5,23
2249,169472,"As the case must still be well remembered by the present generation, it will be necessary to give here only the briefest summary.","['as', 'the', 'case', 'must', 'still', 'be', 'well', 'remembered', 'by', 'the', 'present', 'generation,', 'it', 'will', 'be', 'necessary', 'to', 'give', 'here', 'only', 'the', 'briefest', 'summary.']",23,4,33
2250,220928,"William Roupell was the eldest but illegitimate son of a wealthy man who subsequently married Roupell's mother, and had further legitimate issue.","['william', 'roupell', 'was', 'the', 'eldest', 'but', 'illegitimate', 'son', 'of', 'a', 'wealthy', 'man', 'who', 'subsequently', 'married', ""roupell's"", 'mother,', 'and', 'had', 'further', 'legitimate', 'issue.']",22,5,41
2251,137728,"William was brought up as an attorney, and became in due course his father's man of business.","['william', 'was', 'brought', 'up', 'as', 'an', 'attorney,', 'and', 'became', 'in', 'due', 'course', 'his', ""father's"", 'man', 'of', 'business.']",17,4,22
2252,125696,As such he had pretty general control over his father's estates and affairs.,"['as', 'such', 'he', 'had', 'pretty', 'general', 'control', 'over', 'his', ""father's"", 'estates', 'and', 'affairs.']",13,4,21
2253,40704,In eighteen fifty-five,"['in', 'eighteen', 'fifty-five']",3,6,5
2254,198656,"he instructed certain solicitors to prepare a deed of gift as from his father, conveying to him estates near Kingston.","['he', 'instructed', 'certain', 'solicitors', 'to', 'prepare', 'a', 'deed', 'of', 'gift', 'as', 'from', 'his', 'father,', 'conveying', 'to', 'him', 'estates', 'near', 'kingston.']",20,4,32
2255,94208,"The old gentleman's signature to this deed of gift was a forgery,","['the', 'old', ""gentleman's"", 'signature', 'to', 'this', 'deed', 'of', 'gift', 'was', 'a', 'forgery,']",12,4,17
2256,187136,"but upon this forged and false conveyance William Roupell, who had already embarked upon a career of wild extravagance,","['but', 'upon', 'this', 'forged', 'and', 'false', 'conveyance', 'william', 'roupell,', 'who', 'had', 'already', 'embarked', 'upon', 'a', 'career', 'of', 'wild', 'extravagance,']",19,5,30
2257,69376,obtained a mortgage of seven thousand pounds.,"['obtained', 'a', 'mortgage', 'of', 'seven', 'thousand', 'pounds.']",7,5,12
2258,76032,In eighteen fifty-six the father died.,"['in', 'eighteen', 'fifty-six', 'the', 'father', 'died.']",6,5,10
2259,176896,"It had been supposed up to this date that he had willed his property, amounting in all to upwards of two hundred thousand pounds,","['it', 'had', 'been', 'supposed', 'up', 'to', 'this', 'date', 'that', 'he', 'had', 'willed', 'his', 'property,', 'amounting', 'in', 'all', 'to', 'upwards', 'of', 'two', 'hundred', 'thousand', 'pounds,']",24,4,32
2260,114176,"but after the funeral William Roupell produced another and a later will,","['but', 'after', 'the', 'funeral', 'william', 'roupell', 'produced', 'another', 'and', 'a', 'later', 'will,']",12,5,22
2261,112128,"leaving everything to the widow, and constituting William sole executor.","['leaving', 'everything', 'to', 'the', 'widow,', 'and', 'constituting', 'william', 'sole', 'executor.']",10,6,19
2262,62464,This will was a deliberate forgery.,"['this', 'will', 'was', 'a', 'deliberate', 'forgery.']",6,5,10
2263,149504,"Five or six years later, William Roupell minutely described how he had effected the fraud.","['five', 'or', 'six', 'years', 'later,', 'william', 'roupell', 'minutely', 'described', 'how', 'he', 'had', 'effected', 'the', 'fraud.']",15,5,24
2264,168448,"The day his father died he got the keys of his private bureau, opened it, and took out the authentic will.","['the', 'day', 'his', 'father', 'died', 'he', 'got', 'the', 'keys', 'of', 'his', 'private', 'bureau,', 'opened', 'it,', 'and', 'took', 'out', 'the', 'authentic', 'will.']",21,4,29
2265,165888,"After reading it, and finding this unfavorable to himself, he resolved to carry out his deliberate plan,","['after', 'reading', 'it,', 'and', 'finding', 'this', 'unfavorable', 'to', 'himself,', 'he', 'resolved', 'to', 'carry', 'out', 'his', 'deliberate', 'plan,']",17,5,32
2266,79616,"namely, to suppress it and substitute another.","['namely,', 'to', 'suppress', 'it', 'and', 'substitute', 'another.']",7,5,12
2267,104960,He himself prepared it on a blank form which he had brought with him on purpose.,"['he', 'himself', 'prepared', 'it', 'on', 'a', 'blank', 'form', 'which', 'he', 'had', 'brought', 'with', 'him', 'on', 'purpose.']",16,4,19
2268,160000,"To this fraudulent instrument he appended forged signatures, and in due course obtained probate.","['to', 'this', 'fraudulent', 'instrument', 'he', 'appended', 'forged', 'signatures,', 'and', 'in', 'due', 'course', 'obtained', 'probate.']",14,5,23
2269,206336,"As he possessed nearly unbounded influence over his mother, her accession to the property meant that William could dispose of it as he pleased.","['as', 'he', 'possessed', 'nearly', 'unbounded', 'influence', 'over', 'his', 'mother,', 'her', 'accession', 'to', 'the', 'property', 'meant', 'that', 'william', 'could', 'dispose', 'of', 'it', 'as', 'he', 'pleased.']",24,5,39
2270,218368,"He embarked forthwith in a career of the wildest extravagance, and ere long he had parted in his mother's name with most of the landed estates.","['he', 'embarked', 'forthwith', 'in', 'a', 'career', 'of', 'the', 'wildest', 'extravagance,', 'and', 'ere', 'long', 'he', 'had', 'parted', 'in', 'his', ""mother's"", 'name', 'with', 'most', 'of', 'the', 'landed', 'estates.']",26,4,35
2271,189952,"One large item of his expenditure was a contested election at Lambeth, which he gained at a cost of ten thousand pounds.","['one', 'large', 'item', 'of', 'his', 'expenditure', 'was', 'a', 'contested', 'election', 'at', 'lambeth,', 'which', 'he', 'gained', 'at', 'a', 'cost', 'of', 'ten', 'thousand', 'pounds.']",22,4,33
2272,91392,"No fortune could stand the inroads he made into his mother's money,","['no', 'fortune', 'could', 'stand', 'the', 'inroads', 'he', 'made', 'into', 'his', ""mother's"", 'money,']",12,4,17
2273,168704,"and in eighteen sixty-two he was obliged to fly the country, hopelessly and irretrievably ruined.","['and', 'in', 'eighteen', 'sixty-two', 'he', 'was', 'obliged', 'to', 'fly', 'the', 'country,', 'hopelessly', 'and', 'irretrievably', 'ruined.']",15,5,26
2274,195072,His disappearance gave color and substance to evil reports already in circulation that the will and conveyance above referred to,"['his', 'disappearance', 'gave', 'color', 'and', 'substance', 'to', 'evil', 'reports', 'already', 'in', 'circulation', 'that', 'the', 'will', 'and', 'conveyance', 'above', 'referred', 'to']",20,5,36
2275,149504,"were fictitious documents. His next brother, who should have inherited under the authentic will,","['were', 'fictitious', 'documents.', 'his', 'next', 'brother,', 'who', 'should', 'have', 'inherited', 'under', 'the', 'authentic', 'will,']",14,5,25
2276,169216,forthwith brought an ejectment on the possessor of lands purchased on the authority of the forged conveyance and will.,"['forthwith', 'brought', 'an', 'ejectment', 'on', 'the', 'possessor', 'of', 'lands', 'purchased', 'on', 'the', 'authority', 'of', 'the', 'forged', 'conveyance', 'and', 'will.']",19,5,30
2277,115200,"The case was tried at Guildford Assizes, and caused intense excitement,","['the', 'case', 'was', 'tried', 'at', 'guildford', 'assizes,', 'and', 'caused', 'intense', 'excitement,']",11,5,15
